student_id,attendance,participation,homework_scores,final_exam_score
1360,88,14,87,98
1361,52,5,87,90
1362,81,72,96,75
1363,59,100,81,97
1364,59,83,80,84
1365,68,97,50,30
1366,95,37,64,96
1367,83,25,65,78
1368,82,81,100,54
1369,72,91,97,45
1370,77,50,75,42
1371,81,72,81,81
1372,99,95,74,65
1373,56,52,77,73
1374,78,55,42,76
1375,57,58,98,49
1376,50,69,80,47
1377,52,77,74,83
1378,73,91,89,41
1379,72,57,79,54
1380,57,87,61,89
1381,96,12,47,63
1382,86,42,54,42
1383,52,75,84,67
1384,100,50,46,41
1385,82,18,58,65
1386,77,20,79,57
1387,96,90,81,68
1388,57,82,56,72
1389,83,23,40,60
1390,84,25,84,31
1391,81,44,68,71
1392,73,27,97,60
1393,63,81,52,90
1394,81,99,95,85
1395,95,28,87,43
1396,92,16,68,43
1397,65,67,80,58
1398,53,43,81,79
1399,86,60,45,79
1400,70,92,44,92
1401,63,67,73,94
1402,80,73,50,97
1403,97,24,48,100
1404,67,94,77,40
1405,56,66,79,43
1406,59,1,80,32
1407,56,88,48,37
1408,82,48,47,72
1409,72,69,83,38
1410,70,25,97,48
1411,68,71,79,41
1412,97,98,42,56
1413,68,26,52,87
1414,85,88,58,54
1415,78,17,73,74
1416,67,53,71,77
1417,51,0,88,79
1418,50,60,55,73
1419,96,2,75,88
1420,54,67,57,62
1421,69,40,53,57
1422,60,36,69,47
1423,91,50,41,84
1424,51,14,52,62
1425,52,7,66,44
1426,72,37,98,90
1427,61,82,92,40
1428,69,55,91,65
1429,54,46,56,44
1430,86,89,70,82
1431,87,9,54,91
1432,79,77,96,77
1433,58,48,59,44
1434,83,40,44,92
1435,93,82,46,72
1436,84,29,57,79
1437,71,4,95,89
1438,93,94,50,88
1439,73,70,71,44
1440,66,82,89,58
1441,59,30,66,69
1442,79,51,65,60
1443,95,87,76,40
1444,72,97,84,91
1445,81,22,67,37
1446,66,47,89,80
1447,99,39,41,86
1448,100,5,59,33
1449,66,37,43,65
1450,63,40,52,48
1451,58,99,63,53
1452,89,26,100,70
1453,51,74,87,78
1454,94,68,77,75
1455,74,56,97,65
1456,88,16,79,39
1457,58,70,87,36
1458,71,90,84,41
1459,92,46,94,77
1460,95,78,68,66
1461,53,12,97,65
1462,75,10,75,89
1463,78,89,41,37
1464,94,85,80,36
1465,83,91,57,72
1466,72,23,88,87
1467,86,92,47,75
1468,60,72,97,63
1469,55,3,54,51
1470,67,45,80,50
1471,70,17,56,44
1472,91,42,62,34
1473,85,79,41,46
1474,90,32,45,48
1475,87,92,68,34
1476,83,9,66,52
1477,66,72,76,43
1478,86,58,88,39
1479,74,30,73,60
1480,87,27,57,42
1481,61,59,81,51
1482,72,2,49,66
1483,91,54,77,68
1484,71,13,98,39
1485,70,57,83,60
1486,76,88,56,72
1487,80,14,98,65
1488,55,1,52,64
1489,76,23,91,97
1490,89,77,99,84
1491,83,63,87,97
1492,61,70,81,76
1493,94,99,66,35
1494,56,23,92,57
1495,59,26,41,59
1496,94,36,73,56
1497,66,93,70,98
1498,75,90,62,68
1499,70,38,46,64
1500,77,62,77,73
1501,95,78,72,44
1502,51,25,51,61
1503,92,64,84,58
1504,50,3,51,92
1505,100,28,58,35
1506,85,0,48,56
1507,100,49,49,57
1508,75,85,56,34
1509,78,10,89,70
1510,70,73,79,85
1511,60,58,78,83
1512,89,61,80,47
1513,60,80,49,72
1514,85,35,51,58
1515,98,55,54,39
1516,88,89,70,35
1517,89,20,54,33
1518,84,12,67,63
1519,83,8,43,62
1520,96,10,75,33
1521,73,74,94,73
1522,71,69,40,60
1523,54,0,97,95
1524,82,69,83,87
1525,85,76,96,89
1526,96,85,73,31
1527,69,55,86,65
1528,68,30,56,99
1529,84,85,78,89
1530,92,36,77,52
1531,66,46,83,76
1532,94,90,90,75
1533,92,77,72,73
1534,83,46,99,48
1535,58,68,60,78
1536,75,57,65,87
1537,51,35,85,36
1538,58,31,75,70
1539,58,97,44,44
1540,89,63,72,82
1541,66,70,40,52
1542,50,41,92,94
1543,74,47,45,89
1544,92,73,76,39
1545,89,80,41,87
1546,91,29,96,76
1547,74,20,92,44
1548,88,59,98,38
1549,84,12,98,42
1550,52,0,44,52
1551,99,64,65,62
1552,86,32,80,38
1553,93,37,90,32
1554,93,24,92,54
1555,100,25,86,100
1556,79,76,52,65
1557,87,58,51,49
1558,83,91,44,83
1559,61,32,41,48
1560,68,100,98,89
1561,86,40,43,66
1562,93,29,98,32
1563,98,56,66,48
1564,66,48,89,82
1565,59,47,92,75
1566,98,71,49,85
1567,96,48,52,99
1568,61,46,83,60
1569,65,55,41,82
1570,73,64,65,63
1571,68,11,54,60
1572,57,68,85,89
1573,80,87,96,40
1574,70,5,49,35
1575,66,88,61,56
1576,72,64,79,36
1577,86,24,64,78
1578,65,0,54,89
1579,55,31,52,62
1580,57,2,47,76
1581,74,48,60,73
1582,67,18,60,56
1583,74,59,61,51
1584,61,28,85,76
1585,64,49,72,77
1586,75,1,84,59
1587,90,72,66,31
1588,94,55,79,44
1589,75,16,89,76
1590,96,59,61,56
1591,81,35,69,100
1592,59,60,48,56
1593,65,16,84,42
1594,56,48,74,84
1595,66,75,57,46
1596,72,59,81,88
1597,75,19,44,39
1598,70,49,66,62
1599,71,2,96,66
1600,56,42,45,37
1601,63,56,71,62
1602,64,49,47,36
1603,56,67,95,63
1604,58,80,78,100
1605,100,49,60,36
1606,97,36,57,70
1607,57,45,53,84
1608,99,41,54,36
1609,72,14,81,47
1610,78,32,65,72
1611,67,79,92,69
1612,80,10,83,82
1613,79,19,71,43
1614,88,23,78,50
1615,84,63,67,86
1616,67,79,99,75
1617,91,93,78,55
1618,88,97,82,53
1619,66,64,71,34
1620,63,87,52,71
1621,80,87,54,72
1622,73,72,57,61
1623,84,85,78,35
1624,93,75,45,96
1625,94,16,94,36
1626,83,88,50,58
1627,52,91,71,63
1628,86,60,79,36
1629,92,14,59,87
1630,89,93,72,60
1631,75,50,79,74
1632,72,26,47,76
1633,93,85,90,69
1634,88,73,74,59
1635,64,60,44,91
1636,98,57,74,100
1637,53,30,86,46
1638,78,90,53,34
1639,71,11,60,30
1640,74,45,86,60
1641,62,30,63,64
1642,67,31,56,59
1643,82,31,57,44
1644,65,98,73,85
1645,94,52,51,89
1646,91,60,55,56
1647,93,45,43,31
1648,51,84,64,93
1649,84,73,73,34
1650,91,79,67,97
1651,83,6,85,42
1652,79,3,50,52
1653,62,90,52,79
1654,62,51,70,66
1655,67,88,99,59
1656,81,30,64,52
1657,81,74,78,63
1658,84,83,49,93
1659,88,35,63,84
1660,95,53,40,100
1661,78,53,100,38
1662,98,16,92,33
1663,78,74,64,95
1664,93,29,67,62
1665,65,98,75,61
1666,93,21,57,73
1667,96,42,45,66
1668,59,26,41,96
1669,79,36,42,89
1670,74,45,85,88
1671,88,34,47,65
1672,69,3,70,78
1673,54,79,87,80
1674,50,79,58,37
1675,79,84,89,79
1676,98,25,45,70
1677,52,99,53,67
1678,94,18,42,84
1679,63,80,87,97
1680,79,44,40,47
1681,99,25,83,94
1682,53,21,69,93
1683,67,57,85,41
1684,86,62,58,70
1685,74,27,93,71
1686,97,64,58,89
1687,50,43,48,79
1688,95,99,46,65
1689,64,42,85,77
1690,58,36,76,100
1691,64,65,89,37
1692,98,16,80,54
1693,73,39,92,36
1694,53,37,46,37
1695,61,84,48,60
1696,86,60,43,41
1697,86,8,64,86
1698,92,76,88,95
1699,55,74,51,41
1700,88,60,45,56
1701,95,79,57,75
1702,73,15,79,36
1703,60,1,60,90
1704,62,71,54,87
1705,83,42,42,87
1706,74,41,41,42
1707,56,76,95,82
1708,53,56,94,94
1709,57,80,80,78
1710,69,87,79,64
1711,78,66,98,46
1712,100,29,43,96
1713,94,12,71,39
1714,95,18,41,63
1715,59,6,85,33
1716,92,8,68,58
1717,83,82,41,75
1718,75,53,73,75
1719,90,85,66,88
1720,98,81,99,90
1721,52,60,93,97
1722,55,86,78,95
1723,54,1,83,63
1724,54,49,77,34
1725,96,74,57,38
1726,72,30,75,49
1727,98,32,58,50
1728,58,77,66,46
1729,84,79,84,41
1730,69,10,59,96
1731,98,32,60,34
1732,91,6,62,89
1733,84,30,69,82
1734,99,47,64,81
1735,67,46,70,77
1736,66,77,66,48
1737,73,91,73,46
1738,52,52,47,83
1739,81,79,58,97
1740,84,18,80,64
1741,87,80,65,70
1742,62,89,67,42
1743,96,5,43,62
1744,74,48,70,44
1745,58,72,55,92
1746,53,49,90,44
1747,63,80,49,60
1748,86,94,77,57
1749,83,11,87,39
1750,60,22,49,86
1751,90,53,84,100
1752,52,68,48,62
1753,77,99,78,36
1754,78,58,75,34
1755,58,35,90,86
1756,52,2,97,69
1757,74,57,75,57
1758,83,87,58,65
1759,61,54,99,85
1760,91,56,58,76
1761,58,16,51,100
1762,64,38,52,69
1763,89,89,64,88
1764,74,67,75,72
1765,54,54,64,95
1766,60,44,67,38
1767,83,75,81,35
1768,73,0,92,94
1769,64,20,78,32
1770,87,82,69,66
1771,57,20,44,62
1772,54,51,56,38
1773,97,81,57,82
1774,75,42,82,80
1775,67,51,86,100
1776,55,66,60,55
1777,86,43,61,45
1778,97,31,78,69
1779,62,9,89,80
1780,77,63,97,68
1781,54,78,96,84
1782,62,68,45,65
1783,66,67,89,94
1784,99,27,55,74
1785,89,52,41,38
1786,94,50,90,66
1787,81,52,40,30
1788,78,3,96,95
1789,100,78,69,92
1790,52,16,97,72
1791,89,66,82,57
1792,83,73,91,60
1793,89,46,76,98
1794,76,55,87,37
1795,62,22,62,63
1796,94,17,40,78
1797,82,0,58,87
1798,55,34,85,76
1799,73,63,42,54
1800,68,57,41,32
1801,65,94,95,74
1802,89,58,76,81
1803,77,0,56,63
1804,82,2,67,98
1805,97,66,57,37
1806,90,36,72,56
1807,62,82,54,92
1808,92,28,61,54
1809,94,88,80,87
1810,74,32,66,77
1811,91,99,94,30
1812,85,60,76,37
1813,76,92,71,50
1814,87,89,99,58
1815,56,3,84,59
1816,54,13,58,32
1817,92,90,67,36
1818,94,32,67,40
1819,100,21,95,61
1820,80,47,49,88
1821,72,2,59,41
1822,91,86,64,67
1823,59,84,60,53
1824,81,22,53,94
1825,92,67,61,47
1826,79,20,92,75
1827,88,100,65,85
1828,80,42,83,92
1829,67,94,50,36
1830,85,84,94,95
1831,51,25,46,69
1832,63,40,56,83
1833,62,98,57,60
1834,78,37,46,81
1835,61,87,95,60
1836,88,10,59,63
1837,51,28,77,36
1838,81,59,50,45
1839,62,66,83,51
1840,95,64,97,82
1841,76,60,55,46
1842,98,18,90,33
1843,90,45,94,90
1844,66,48,66,81
1845,89,21,90,64
1846,80,77,50,73
1847,83,56,55,44
1848,73,13,62,90
1849,94,43,99,73
1850,84,15,98,50
1851,97,96,51,76
1852,55,76,98,78
1853,68,11,79,82
1854,79,54,42,56
1855,56,50,41,60
1856,59,38,99,73
1857,90,32,77,61
1858,81,32,87,59
1859,83,28,91,47
1860,77,68,63,92
1861,64,69,68,45
1862,79,30,86,64
1863,86,79,85,91
1864,78,30,73,38
1865,71,88,59,91
1866,53,45,57,68
1867,69,96,53,80
1868,81,76,57,39
1869,85,51,41,81
1870,99,9,40,41
1871,53,87,59,91
1872,76,73,73,32
1873,66,40,80,40
1874,61,94,80,37
1875,71,76,87,52
1876,66,2,50,39
1877,59,58,66,47
1878,50,51,62,68
1879,71,33,77,55
1880,75,48,83,40
1881,67,27,42,39
1882,99,82,51,32
1883,63,86,69,91
1884,96,95,70,100
1885,78,12,62,90
1886,61,96,40,33
1887,85,97,80,90
1888,84,96,59,37
1889,61,68,93,42
1890,56,66,45,41
1891,78,60,50,64
1892,60,59,74,83
1893,82,70,43,80
1894,55,23,68,72
1895,96,62,98,95
1896,64,85,49,44
1897,81,60,90,78
1898,100,22,68,63
1899,60,29,77,68
1900,72,59,40,55
1901,75,17,79,98
1902,83,95,47,77
1903,95,55,96,80
1904,83,52,77,33
1905,78,6,56,56
1906,53,96,58,71
1907,66,68,72,85
1908,84,91,54,98
1909,62,71,84,47
1910,90,78,70,90
1911,88,51,60,33
1912,64,3,42,30
1913,78,33,41,79
1914,78,68,74,99
1915,60,32,80,49
1916,81,68,98,49
1917,51,37,55,75
1918,96,97,95,56
1919,63,25,84,55
1920,69,0,90,61
1921,71,3,98,39
1922,60,38,89,41
1923,76,53,60,53
1924,52,89,51,80
1925,66,32,67,67
1926,93,32,100,75
1927,77,71,51,37
1928,78,19,72,84
1929,70,15,59,60
1930,96,20,79,45
1931,65,44,88,49
1932,86,89,60,67
1933,69,86,99,44
1934,55,81,91,63
1935,68,61,93,48
1936,54,30,78,98
1937,52,41,80,92
1938,50,11,88,61
1939,87,64,98,66
1940,64,72,81,95
1941,83,2,75,36
1942,84,89,61,77
1943,98,8,65,40
1944,74,50,46,60
1945,73,15,46,73
1946,61,87,47,74
1947,67,77,65,85
1948,64,2,63,61
1949,93,97,63,50
1950,65,96,79,60
1951,76,23,87,30
1952,57,72,51,40
1953,95,12,86,97
1954,74,1,47,65
1955,66,70,93,88
1956,78,20,48,96
1957,57,18,42,85
1958,64,88,93,80
1959,76,46,60,58
1960,95,21,70,31
1961,99,74,87,35
1962,56,32,86,60
1963,52,31,63,83
1964,78,63,43,69
1965,93,84,59,46
1966,73,38,100,34
1967,52,83,55,31
1968,69,71,49,87
1969,95,41,82,41
1970,64,100,65,34
1971,74,8,68,89
1972,79,24,44,70
1973,63,88,50,49
1974,56,96,68,30
1975,66,1,84,85
1976,93,18,54,99
1977,69,19,45,85
1978,85,92,87,83
1979,58,69,54,40
1980,87,16,82,32
1981,97,88,59,57
1982,71,67,73,34
1983,51,93,99,45
1984,73,83,99,60
1985,57,2,41,57
1986,60,86,83,36
1987,62,50,55,38
1988,66,81,58,68
1989,57,25,73,72
1990,70,55,88,56
1991,67,99,53,62
1992,79,63,63,85
1993,67,7,67,31
1994,95,80,87,43
1995,96,94,71,42
1996,80,36,76,53
1997,87,96,49,98
1998,81,26,88,63
1999,60,44,84,48
2000,94,3,87,59
2001,74,85,48,78
2002,82,89,63,72
2003,87,95,75,45
2004,90,87,95,81
2005,57,98,68,78
2006,60,36,99,40
2007,71,95,68,76
2008,100,70,97,64
2009,73,32,87,100
2010,90,30,62,58
2011,66,54,66,83
2012,61,11,70,52
2013,95,10,82,53
2014,81,87,46,39
2015,64,71,88,90
2016,65,31,93,37
2017,71,56,84,77
2018,77,37,43,58
2019,69,59,53,55
2020,82,85,81,66
2021,59,97,81,81
2022,89,18,49,67
2023,81,83,98,35
2024,99,55,83,37
2025,82,13,73,46
2026,51,32,65,91
2027,82,9,62,63
2028,82,79,48,48
2029,90,63,100,99
2030,62,63,76,66
2031,79,61,47,67
2032,82,67,92,44
2033,62,90,53,69
2034,75,91,46,38
2035,71,42,46,82
2036,88,79,48,99
2037,51,58,42,95
2038,87,51,53,81
2039,88,96,56,30
2040,75,18,89,59
2041,95,20,83,30
2042,99,21,61,68
2043,64,8,85,45
2044,83,8,65,46
2045,91,72,97,51
2046,93,26,67,60
2047,98,16,84,69
2048,89,43,53,56
2049,60,44,48,65
2050,52,7,90,33
2051,55,79,65,98
2052,58,17,41,54
2053,55,32,50,59
2054,58,0,56,76
2055,88,75,73,41
2056,80,5,58,56
2057,81,40,78,74
2058,90,54,57,92
2059,99,4,52,84
2060,61,58,44,59
2061,57,79,89,43
2062,57,17,62,85
2063,99,48,97,48
2064,77,81,95,55
2065,69,64,63,100
2066,96,82,68,67
2067,56,53,87,98
2068,60,60,86,65
2069,69,7,47,47
2070,65,2,65,86
2071,53,24,54,52
2072,55,68,96,43
2073,71,54,40,98
2074,75,39,67,51
2075,52,82,88,57
2076,90,81,86,72
2077,91,49,85,47
2078,63,94,53,65
2079,60,32,81,36
2080,67,17,73,52
2081,61,56,98,63
2082,72,15,70,50
2083,61,79,45,99
2084,62,37,88,76
2085,74,40,44,82
2086,94,6,70,70
2087,100,77,76,61
2088,68,52,54,43
2089,95,62,54,46
2090,85,88,91,54
2091,94,31,82,93
2092,57,37,44,77
2093,78,21,67,64
2094,81,15,72,66
2095,100,51,50,84
2096,93,28,82,46
2097,67,15,45,57
2098,55,75,62,30
2099,67,16,79,82
2100,68,100,41,84
2101,71,63,54,90
2102,86,90,62,42
2103,81,88,61,76
2104,90,12,48,93
2105,52,71,86,61
2106,77,55,79,57
2107,59,4,69,82
2108,100,11,55,60
2109,84,40,98,37
2110,78,2,85,54
2111,64,98,86,62
2112,82,32,91,97
2113,56,85,69,36
2114,61,49,84,95
2115,98,55,48,75
2116,79,8,40,34
2117,70,81,98,46
2118,80,49,77,81
2119,73,28,47,41
2120,69,38,98,91
2121,86,90,98,64
2122,53,99,91,91
2123,77,44,57,50
2124,93,16,66,95
2125,69,55,57,82
2126,73,97,71,50
2127,99,45,97,44
2128,98,66,88,52
2129,100,68,71,60
2130,81,13,92,83
2131,90,66,87,84
2132,85,22,84,55
2133,83,93,93,82
2134,85,60,75,95
2135,51,22,75,68
2136,64,26,60,36
2137,83,53,85,68
2138,85,9,71,61
2139,55,88,70,55
2140,88,76,76,58
2141,91,15,55,54
2142,100,40,85,85
2143,100,97,85,60
2144,61,54,53,95
2145,52,100,96,31
2146,94,60,63,76
2147,67,85,64,58
2148,89,80,100,78
2149,70,86,85,61
2150,64,99,90,59
2151,82,48,74,44
2152,84,72,56,91
2153,75,51,85,46
2154,57,1,81,51
2155,85,95,84,59
2156,97,49,93,45
2157,79,85,43,81
2158,72,42,50,37
2159,91,76,86,93
2160,93,7,54,68
2161,63,58,69,60
2162,63,64,63,41
2163,51,80,41,62
2164,86,11,82,87
2165,54,3,73,41
2166,87,76,62,54
2167,94,94,100,67
2168,90,40,70,77
2169,96,6,76,84
2170,63,86,52,32
2171,88,87,72,98
2172,74,68,46,64
2173,69,68,71,80
2174,51,80,46,56
2175,88,29,81,66
2176,55,72,77,45
2177,66,5,91,54
2178,74,88,83,62
2179,77,18,52,91
2180,51,79,63,46
2181,84,84,67,72
2182,86,65,71,59
2183,54,9,82,70
2184,50,15,57,33
2185,89,36,73,95
2186,61,78,87,89
2187,85,76,73,38
2188,94,76,90,60
2189,72,31,77,98
2190,96,46,40,53
2191,80,71,82,53
2192,60,42,89,74
2193,59,81,81,66
2194,52,35,70,87
2195,63,25,89,52
2196,65,9,99,64
2197,59,30,40,92
2198,78,96,90,35
2199,59,28,55,35
2200,61,4,97,59
2201,79,76,78,30
2202,90,0,54,92
2203,50,86,100,37
2204,54,2,72,57
2205,69,66,62,62
2206,57,70,92,82
2207,92,99,80,67
2208,61,34,73,81
2209,50,14,56,40
2210,69,66,64,31
2211,77,92,95,82
2212,92,29,81,97
2213,86,81,45,36
2214,96,74,70,96
2215,86,42,44,38
2216,61,59,79,92
2217,86,39,79,40
2218,98,64,69,66
2219,98,28,44,43
2220,93,73,51,48
2221,77,91,46,37
2222,96,94,84,36
2223,64,18,52,88
2224,55,2,88,92
2225,93,35,43,36
2226,69,42,89,84
2227,99,14,81,32
2228,63,96,42,96
2229,51,40,51,47
2230,58,89,40,74
2231,86,79,66,65
2232,69,35,82,45
2233,75,96,89,58
2234,78,83,52,88
2235,50,76,56,47
2236,84,32,47,78
2237,55,4,71,75
2238,86,100,59,58
2239,54,77,90,99
2240,82,90,56,79
2241,98,86,73,84
2242,100,13,74,56
2243,63,67,74,36
2244,61,82,77,70
2245,91,46,81,40
2246,69,53,63,34
2247,99,3,93,95
2248,73,93,57,85
2249,92,82,89,41
2250,83,94,85,71
2251,74,94,87,39
2252,99,8,78,57
2253,78,52,72,36
2254,88,76,88,43
2255,80,77,62,98
2256,96,59,64,90
2257,92,45,76,80
2258,99,53,66,71
2259,72,73,40,37
2260,93,94,60,79
2261,87,36,98,30
2262,69,22,88,98
2263,72,26,49,40
2264,94,69,70,77
2265,65,89,83,39
2266,99,65,64,44
2267,91,60,59,76
2268,57,76,96,54
2269,99,50,41,35
2270,70,49,94,40
2271,50,18,87,46
2272,57,0,54,44
2273,78,39,67,45
2274,81,31,52,85
2275,87,21,89,95
2276,54,92,99,65
2277,96,65,91,67
2278,71,39,93,32
2279,96,37,53,47
2280,83,47,89,83
2281,50,54,41,46
2282,75,74,73,42
2283,92,80,74,92
2284,59,54,76,43
2285,79,50,64,88
2286,99,59,87,65
2287,67,7,93,47
2288,66,85,54,34
2289,75,67,51,43
2290,57,74,48,54
2291,96,71,97,73
2292,89,8,70,68
2293,98,89,53,41
2294,61,1,68,90
2295,76,79,92,91
2296,57,94,87,82
2297,74,69,82,82
2298,95,84,77,57
2299,53,89,81,64
2300,82,58,99,94
2301,50,18,47,32
2302,68,27,87,72
2303,80,71,42,79
2304,65,13,41,100
2305,63,23,55,38
2306,97,43,58,65
2307,54,100,69,52
2308,90,55,80,79
2309,75,89,55,84
2310,77,94,70,41
2311,51,50,93,61
2312,99,31,97,53
2313,55,49,67,96
2314,58,40,43,56
2315,82,65,49,90
2316,90,24,90,48
2317,74,60,84,80
2318,97,65,57,93
2319,62,41,86,31
2320,58,64,71,65
2321,62,35,69,40
2322,80,75,75,97
2323,90,8,48,97
2324,60,35,75,93
2325,53,91,68,30
2326,83,37,55,55
2327,87,32,67,40
2328,95,41,60,31
2329,53,60,86,69
2330,87,45,95,33
2331,68,85,41,66
2332,55,88,99,90
2333,83,60,98,34
2334,67,17,85,44
2335,62,69,74,96
2336,90,81,93,55
2337,72,79,67,35
2338,68,14,94,73
2339,94,47,75,87
2340,60,71,70,75
2341,50,12,72,71
2342,73,42,62,77
2343,56,59,99,56
2344,74,56,80,49
2345,70,70,56,99
2346,64,16,85,64
2347,50,49,88,77
2348,61,31,40,96
2349,56,21,81,97
2350,64,54,62,81
2351,70,56,87,97
2352,68,12,66,33
2353,78,46,64,68
2354,74,86,71,50
2355,82,61,58,95
2356,98,53,63,45
2357,81,28,96,36
2358,98,21,42,38
2359,84,64,99,46
2360,93,28,51,41
2361,87,47,74,86
2362,75,4,54,74
2363,60,34,56,40
2364,84,73,89,42
2365,57,82,71,60
2366,95,100,46,55
2367,63,70,58,92
2368,59,45,46,60
2369,51,34,44,51
2370,95,44,97,35
2371,58,12,79,49
2372,52,9,60,39
2373,70,65,87,64
2374,75,69,87,55
2375,57,71,90,100
2376,97,99,96,66
2377,51,24,86,37
2378,55,43,46,34
2379,77,59,76,73
2380,78,46,62,96
2381,75,39,50,78
2382,74,6,49,65
2383,61,45,96,55
2384,54,22,60,74
2385,83,82,94,90
2386,97,45,98,73
2387,86,85,80,33
2388,64,12,72,87
2389,93,20,59,55
2390,85,0,72,58
2391,64,18,79,38
2392,92,59,74,65
2393,97,32,73,33
2394,72,3,75,88
2395,55,2,66,66
2396,95,90,58,42
2397,99,51,82,49
2398,93,98,44,46
2399,92,27,68,80
2400,94,69,95,84
2401,70,69,49,62
2402,72,54,95,50
2403,92,56,98,51
2404,65,86,94,54
2405,96,96,79,96
2406,64,15,52,41
2407,74,23,68,44
2408,85,68,44,31
2409,60,40,97,33
2410,100,76,97,74
2411,64,46,98,42
2412,53,75,51,84
2413,70,68,98,61
2414,62,100,52,51
2415,71,30,61,84
2416,68,91,79,46
2417,83,91,54,99
2418,63,29,52,80
2419,53,17,40,37
2420,97,43,93,90
2421,95,26,77,39
2422,76,98,82,48
2423,78,25,84,43
2424,96,59,92,96
2425,77,17,91,84
2426,84,96,40,90
2427,57,88,50,85
2428,65,55,97,92
2429,91,30,82,40
2430,85,100,79,76
2431,79,58,61,35
2432,67,1,74,63
2433,51,96,99,94
2434,98,38,90,93
2435,62,60,83,95
2436,53,62,45,60
2437,75,95,67,91
2438,74,17,70,83
2439,79,16,94,37
2440,60,97,47,71
2441,56,38,44,70
2442,80,70,81,88
2443,93,53,93,69
2444,59,98,87,51
2445,88,93,83,53
2446,62,75,56,67
2447,80,34,77,31
2448,56,10,48,70
2449,98,60,49,48
2450,91,43,59,31
2451,91,67,53,91
2452,85,24,53,45
2453,69,47,65,51
2454,53,31,68,43
2455,56,83,88,85
2456,50,94,66,94
2457,93,3,64,74
2458,94,37,55,83
2459,91,62,75,95
2460,96,46,73,75
2461,62,0,55,62
2462,71,2,72,79
2463,70,100,42,51
2464,71,85,62,69
2465,77,61,50,68
2466,58,63,87,70
2467,75,16,97,97
2468,58,77,57,36
2469,64,61,86,100
2470,59,34,80,33
2471,73,12,83,88
2472,91,34,68,55
2473,57,42,98,60
2474,73,1,89,98
2475,65,55,44,81
2476,98,76,63,50
2477,75,50,68,45
2478,76,53,68,80
2479,86,15,99,45
2480,53,17,65,47
2481,99,6,79,76
2482,73,44,42,85
2483,68,35,41,57
2484,85,40,64,85
2485,88,93,58,66
2486,59,41,79,45
2487,74,6,41,94
2488,67,14,58,89
2489,68,59,40,90
2490,85,39,66,40
2491,59,82,93,95
2492,82,36,84,61
2493,99,65,94,48
2494,54,54,91,85
2495,96,76,88,34
2496,98,94,74,32
2497,84,79,80,57
2498,93,55,44,58
2499,83,43,77,88
2500,82,56,43,54
2501,70,5,56,51
2502,66,91,92,100
2503,71,31,60,52
2504,97,73,92,99
2505,86,17,87,69
2506,64,67,70,43
2507,84,72,87,58
2508,77,6,61,45
2509,56,7,50,39
2510,81,63,73,76
2511,60,6,88,33
2512,59,40,54,41
2513,58,39,89,71
2514,63,2,100,33
2515,62,16,49,35
2516,74,65,77,43
2517,51,78,71,64
2518,84,92,92,76
2519,56,51,87,87
2520,70,21,70,94
2521,67,3,76,48
2522,52,5,83,86
2523,91,37,67,94
2524,88,25,70,42
2525,90,10,45,37
2526,98,89,53,47
2527,60,16,97,64
2528,88,87,62,55
2529,73,91,55,67
2530,95,98,64,95
2531,68,30,78,55
2532,53,76,41,86
2533,75,34,77,54
2534,87,15,80,59
2535,91,78,78,36
2536,81,17,73,56
2537,88,100,90,40
2538,94,61,79,37
2539,95,26,82,40
2540,85,34,64,59
2541,89,44,75,44
2542,86,34,55,85
2543,82,27,96,64
2544,85,8,57,68
2545,52,75,52,53
2546,58,14,98,37
2547,57,20,76,72
2548,82,51,66,71
2549,55,34,73,70
2550,90,96,50,76
2551,88,50,40,55
2552,53,82,52,81
2553,62,54,69,51
2554,98,86,44,34
2555,51,76,57,44
2556,54,43,53,65
2557,93,64,52,92
2558,76,92,71,78
2559,81,87,46,84
2560,70,79,47,89
2561,57,24,89,86
2562,87,86,46,58
2563,57,91,91,48
2564,99,46,88,39
2565,52,79,55,39
2566,93,55,82,86
2567,52,37,70,83
2568,71,10,90,85
2569,55,66,66,97
2570,51,14,99,98
2571,72,0,72,84
2572,93,6,92,98
2573,51,0,68,30
2574,87,48,47,41
2575,66,95,72,64
2576,84,72,80,62
2577,83,28,58,54
2578,72,25,60,45
2579,79,86,80,37
2580,57,44,60,64
2581,71,92,64,75
2582,93,96,81,40
2583,85,70,95,90
2584,54,11,62,73
2585,62,94,50,40
2586,78,31,72,40
2587,80,19,59,51
2588,96,50,64,91
2589,65,80,65,77
2590,91,35,79,92
2591,79,66,91,80
2592,65,0,51,74
2593,61,26,71,62
2594,66,39,72,89
2595,65,96,49,31
2596,61,83,43,42
2597,57,13,54,95
2598,69,99,90,86
2599,52,68,45,72
2600,65,86,66,74
2601,79,78,44,60
2602,94,5,44,39
2603,72,32,57,52
2604,77,54,67,58
2605,100,18,74,60
2606,89,76,98,47
2607,54,28,61,40
2608,69,60,73,76
2609,89,69,43,32
2610,93,78,57,31
2611,50,79,80,83
2612,79,23,90,60
2613,70,22,65,37
2614,69,9,81,72
2615,55,53,61,77
2616,71,40,86,31
2617,67,48,72,51
2618,57,16,100,34
2619,88,55,82,36
2620,81,44,53,49
2621,82,29,70,31
2622,65,43,49,61
2623,61,73,90,32
2624,87,54,63,70
2625,83,18,60,71
2626,63,28,87,74
2627,85,1,47,100
2628,82,35,71,46
2629,72,18,70,76
